,time,temperature,humidity
27797,1658864996.6232255,36.4,58.8
27798,1658864996.8979385,36.4,58.8
27799,1658864997.1722608,36.4,58.8
27800,1658864997.446684,36.4,58.8
27801,1658864997.7164092,36.4,58.8
27802,1658864997.9911976,36.4,58.8
27803,1658864998.265223,36.4,58.7
27804,1658864998.5403817,36.4,58.7
27805,1658864998.8106775,36.4,58.7
27806,1658864999.0851045,36.4,58.7
27807,1658864999.359377,36.4,58.7
27808,1658864999.633911,36.4,58.6
27809,1658864999.9042609,36.4,58.6
27810,1658865000.1786761,36.4,58.6
27811,1658865000.4522758,36.4,58.6
27812,1658865000.7231205,36.4,58.5
27813,1658865000.9979637,36.4,58.5
27814,1658865001.2718065,36.4,58.5
27815,1658865001.5462122,36.4,58.5
27816,1658865001.816991,36.4,58.4
27817,1658865002.091154,36.4,58.4
27818,1658865002.3657525,36.4,58.4
27819,1658865002.6361578,36.4,58.4
27820,1658865002.9100797,36.4,58.4
27821,1658865003.1849892,36.4,58.4
27822,1658865003.459377,36.4,58.3
27823,1658865003.7293768,36.4,58.3
27824,1658865004.0041575,36.4,58.3
27825,1658865004.2785654,36.4,58.3
27826,1658865004.5524213,36.4,58.3
27827,1658865004.8233836,36.4,58.2
27828,1658865005.0978804,36.4,58.2
27829,1658865005.3722224,36.4,58.2
27830,1658865005.6463854,36.4,58.2
27831,1658865005.916886,36.4,58.1
27832,1658865006.191208,36.4,58.2
27833,1658865006.4649734,36.4,58.1
27834,1658865006.7359154,36.4,58.1
27835,1658865007.0097587,36.4,58.0
27836,1658865007.284602,36.4,58.0
27837,1658865007.5594437,36.4,58.0
27838,1658865007.8292897,36.4,58.0
27839,1658865008.104133,36.4,58.0
27840,1658865008.3779764,36.4,58.0
27841,1658865008.6481175,36.4,58.0
27842,1658865008.923281,36.4,58.0
27843,1658865009.1974041,36.4,58.0
27844,1658865009.4718306,36.4,58.1
27845,1658865009.741676,36.4,58.1
27846,1658865010.016519,36.4,58.1
27847,1658865010.2909207,36.4,58.1
27848,1658865010.5613108,36.4,58.1
27849,1658865010.8351543,36.4,58.1
27850,1658865011.109568,36.4,58.2
27851,1658865011.3844113,36.4,58.2
27852,1658865011.6548188,36.4,58.2
27853,1658865011.9296632,36.4,58.2
27854,1658865012.203937,36.4,58.2
27855,1658865012.4743164,36.4,58.3
27856,1658865012.7485597,36.4,58.3
27857,1658865013.0232239,36.4,58.3
27858,1658865013.2975376,36.4,58.4
27859,1658865013.567429,36.4,58.4
27860,1658865013.8423808,36.4,58.5
27861,1658865014.1164458,36.4,58.5
27862,1658865014.390829,36.4,58.6
27863,1658865014.6611788,36.4,58.6
27864,1658865014.935022,36.4,58.6
27865,1658865015.2094064,36.4,58.6
27866,1658865015.48089,36.4,58.7
27867,1658865015.754733,36.4,58.7
27868,1658865016.0295756,36.4,58.7
27869,1658865016.3038588,36.4,58.7
27870,1658865016.57338,36.4,58.7
27871,1658865016.8482413,36.4,58.7
27872,1658865017.1222231,36.4,58.7
27873,1658865017.3974333,36.4,58.8
27874,1658865017.6674676,36.4,58.8
27875,1658865017.9413962,36.4,58.9
27876,1658865018.2165902,36.4,58.9
27877,1658865018.490624,36.4,58.9
27878,1658865018.76138,36.4,58.9
27879,1658865019.035756,36.4,58.9
27880,1658865019.3102198,36.4,58.9
27881,1658865019.5805137,36.4,59.0
27882,1658865019.8549118,36.4,59.0
27883,1658865020.1292813,36.4,59.0
27884,1658865020.4037545,36.4,59.0
27885,1658865020.6740785,36.4,59.0
27886,1658865020.948242,36.4,59.0
27887,1658865021.222223,36.4,59.0
27888,1658865021.4973812,36.4,59.1
27889,1658865021.7676778,36.4,59.1
27890,1658865022.0415332,36.4,59.1
27891,1658865022.3164253,36.4,59.2
27892,1658865022.5908995,36.4,59.2
27893,1658865022.8612456,36.4,59.2
27894,1658865023.1352277,36.4,59.2
27895,1658865023.409228,36.4,59.2
27896,1658865023.6844857,36.4,59.2
27897,1658865023.9548342,36.4,59.2
27898,1658865024.2293773,36.4,59.3
27899,1658865024.503811,36.4,59.3
27900,1658865024.7776551,36.4,59.3
27901,1658865025.0484986,36.4,59.3
27902,1658865025.3228881,36.4,59.3
27903,1658865025.5973034,36.4,59.3
27904,1658865025.867382,36.4,59.3
27905,1658865026.1421535,36.4,59.3
27906,1658865026.416381,36.4,59.3
27907,1658865026.6867352,36.4,59.3
27908,1658865026.9611568,36.4,59.3
27909,1658865027.2355635,36.4,59.3
27910,1658865027.5055969,36.4,59.3
27911,1658865027.780382,36.4,59.3
27912,1658865028.0542238,36.4,59.3
27913,1658865028.3250527,36.4,59.3
27914,1658865028.5994606,36.4,59.3
27915,1658865028.8738852,36.4,59.3
27916,1658865029.1482854,36.4,59.3
27917,1658865029.418369,36.4,59.3
27918,1658865029.6922224,36.4,59.3
27919,1658865029.9674594,36.4,59.3
27920,1658865030.2377825,36.4,59.3
27921,1658865030.5113797,36.4,59.3
27922,1658865030.786222,36.4,59.3
27923,1658865031.0569646,36.4,59.3
27924,1658865031.3311307,36.4,59.3
27925,1658865031.6057801,36.4,59.3
27926,1658865031.8761044,36.4,59.3
27927,1658865032.1503785,36.4,59.2
27928,1658865032.4242947,36.4,59.2
27929,1658865032.6986816,36.4,59.2
27930,1658865032.9695265,36.4,59.2
27931,1658865033.2439156,36.4,59.2
27932,1658865033.5183103,36.4,59.2
27933,1658865033.7921536,36.4,59.2
27934,1658865034.0625598,36.4,59.2
27935,1658865034.3372533,36.4,59.2
27936,1658865034.611638,36.4,59.2
27937,1658865034.8824837,36.4,59.2
27938,1658865035.1568747,36.4,59.2
27939,1658865035.4307182,36.4,59.2
27940,1658865035.7051237,36.4,59.2
27941,1658865035.9759686,36.4,59.2
27942,1658865036.2504113,36.4,59.2
27943,1658865036.5248172,36.4,59.2
27944,1658865036.7986603,36.4,59.2
27945,1658865037.0690763,36.4,59.2
27946,1658865037.3439198,36.4,59.1
27947,1658865037.6183152,36.4,59.1
27948,1658865037.8922236,36.4,59.1
27949,1658865038.162898,36.4,59.1
27950,1658865038.4377065,36.4,59.1
27951,1658865038.7114284,36.4,59.1
27952,1658865038.986271,36.4,59.1
27953,1658865039.2566707,36.4,59.1
27954,1658865039.5310564,36.4,59.1
27955,1658865039.8048997,36.4,59.1
27956,1658865040.0792947,36.4,59.1
27957,1658865040.35039,36.4,59.1
27958,1658865040.6247551,36.4,59.0
27959,1658865040.8991868,36.4,59.0
27960,1658865041.1735892,36.4,59.0
27961,1658865041.4432456,36.4,59.0
27962,1658865041.718227,36.4,59.0
27963,1658865041.992223,36.4,59.0
27964,1658865042.2671554,36.4,59.0
27965,1658865042.5373807,36.4,58.9
27966,1658865042.8114955,36.4,58.9
27967,1658865043.0857124,36.4,58.9
27968,1658865043.360727,36.4,58.9
27969,1658865043.6310785,36.4,58.9
27970,1658865043.905576,36.4,58.8
27971,1658865044.1798325,36.4,58.8
27972,1658865044.454381,36.4,58.8
27973,1658865044.7246504,36.4,58.7
27974,1658865044.998369,36.4,58.7
27975,1658865045.273485,36.4,58.7
27976,1658865045.5438085,36.4,58.7
27977,1658865045.8182347,36.4,58.7
27978,1658865046.092224,36.3,58.6
27979,1658865046.3670564,36.4,58.6
27980,1658865046.637488,36.4,58.6
27981,1658865046.9113874,36.4,58.6
27982,1658865047.1862323,36.4,58.6
27983,1658865047.4606495,36.4,58.6
27984,1658865047.7308395,36.4,58.6
27985,1658865048.0053816,36.4,58.6
27986,1658865048.2791598,36.4,58.5
27987,1658865048.5502102,36.4,58.5
27988,1658865048.824054,36.4,58.5
27989,1658865049.0988963,36.4,58.5
27990,1658865049.3727388,36.4,58.4
27991,1658865049.6435835,36.4,58.4
27992,1658865049.9174278,36.4,58.4
27993,1658865050.1918554,36.4,58.4
27994,1658865050.4628658,36.4,58.4
27995,1658865050.7372868,36.4,58.3
27996,1658865051.0113778,36.4,58.3
27997,1658865051.286223,36.4,58.3
27998,1658865051.5563834,36.4,58.3
27999,1658865051.830945,36.4,58.2
28000,1658865052.1052861,36.4,58.2
28001,1658865052.3797011,36.4,58.2
28002,1658865052.650026,36.4,58.2
28003,1658865052.924461,36.4,58.1
28004,1658865053.1983747,36.4,58.1
28005,1658865053.4692068,36.4,58.1
28006,1658865053.7436202,36.4,58.1
28007,1658865054.0180247,36.4,58.0
28008,1658865054.2922263,36.4,58.0
28009,1658865054.5623772,36.4,58.0
28010,1658865054.8371828,36.4,58.0
28011,1658865055.1114898,36.4,58.0
28012,1658865055.3817618,36.4,58.0
28013,1658865055.6558735,36.4,58.0
28014,1658865055.9307811,36.4,58.0
28015,1658865056.204954,36.4,58.0
28016,1658865056.4753826,36.4,58.0
28017,1658865056.7493765,36.4,58.0
28018,1658865057.0243793,36.4,58.0
28019,1658865057.294677,36.4,58.0
28020,1658865057.5690794,36.4,58.0
28021,1658865057.8433769,36.4,58.1
28022,1658865058.1173496,36.4,58.1
28023,1658865058.3881927,36.4,58.1
28024,1658865058.6620364,36.4,58.2
28025,1658865058.9368792,36.4,58.2
28026,1658865059.2067244,36.4,58.2
28027,1658865059.4815674,36.4,58.2
28028,1658865059.7564101,36.4,58.3
28029,1658865060.0302544,36.4,58.3
28030,1658865060.3010983,36.4,58.4
28031,1658865060.5749412,36.4,58.4
28032,1658865060.849784,36.4,58.4
28033,1658865061.1236274,36.4,58.5
28034,1658865061.3938837,36.4,58.5
28035,1658865061.6682959,36.4,58.6
28036,1658865061.9431396,36.4,58.6
28037,1658865062.213525,36.4,58.6
28038,1658865062.48793,36.4,58.6
28039,1658865062.761774,36.4,58.7
28040,1658865063.0366168,36.4,58.7
28041,1658865063.3070061,36.4,58.7
28042,1658865063.5816598,36.4,58.7
28043,1658865063.8561587,36.4,58.7
28044,1658865064.1305044,36.4,58.7
28045,1658865064.400912,36.4,58.7
28046,1658865064.6753733,36.4,58.8
28047,1658865064.9492452,36.4,58.8
28048,1658865065.2241547,36.4,58.8
28049,1658865065.4939997,36.4,58.8
28050,1658865065.7688847,36.4,58.8
28051,1658865066.0433855,36.4,58.9
28052,1658865066.3137126,36.4,58.9
28053,1658865066.5880513,36.4,58.9
28054,1658865066.862383,36.4,59.0
28055,1658865067.1368837,36.4,59.0
28056,1658865067.4072354,36.4,59.0
28057,1658865067.6813786,36.4,59.0
28058,1658865067.9553938,36.4,59.0
28059,1658865068.2303739,36.4,59.1
28060,1658865068.5002387,36.4,59.1
28061,1658865068.7751396,36.4,59.1
28062,1658865069.0492635,36.4,59.2
28063,1658865069.3240497,36.4,59.2
28064,1658865069.593585,36.4,59.2
28065,1658865069.868807,36.4,59.2
28066,1658865070.1432233,36.4,59.3
28067,1658865070.4176152,36.4,59.3
28068,1658865070.6879637,36.4,59.4
28069,1658865070.9622226,36.4,59.4
28070,1658865071.2363863,36.4,59.4
28071,1658865071.507131,36.4,59.4
28072,1658865071.7815382,36.4,59.4
28073,1658865072.0555634,36.4,59.4
28074,1658865072.326222,36.4,59.5
28075,1658865072.6003804,36.4,59.5
28076,1658865072.874351,36.4,59.5
28077,1658865073.148741,36.4,59.5
28078,1658865073.4195864,36.4,59.5
28079,1658865073.6939774,36.4,59.5
28080,1658865073.9688203,36.4,59.5
28081,1658865074.2392147,36.4,59.5
28082,1658865074.5134342,36.4,59.5
28083,1658865074.7873857,36.4,59.5
28084,1658865075.0620599,36.4,59.5
28085,1658865075.3322227,36.4,59.5
28086,1658865075.607036,36.4,59.5
28087,1658865075.8812096,36.4,59.5
28088,1658865076.151782,36.4,59.5
28089,1658865076.426182,36.4,59.4
28090,1658865076.70059,36.4,59.4
28091,1658865076.975024,36.4,59.5
28092,1658865077.2452233,36.4,59.5
28093,1658865077.5197544,36.4,59.4
28094,1658865077.7941546,36.4,59.4
28095,1658865078.0642235,36.4,59.4
28096,1658865078.3388429,36.4,59.4
28097,1658865078.6133811,36.4,59.4
28098,1658865078.8871553,36.4,59.4
28099,1658865079.157565,36.4,59.4
28100,1658865079.4322221,36.4,59.4
28101,1658865079.7069097,36.4,59.4
28102,1658865079.9772177,36.4,59.4
28103,1658865080.251758,36.4,59.4
28104,1658865080.5260756,36.4,59.4
28105,1658865080.7964091,36.4,59.4
28106,1658865081.070833,36.4,59.4
28107,1658865081.3452268,36.4,59.4
28108,1658865081.6193433,36.4,59.4
28109,1658865081.8892279,36.4,59.4
28110,1658865082.1644075,36.4,59.4
28111,1658865082.438232,36.4,59.4
28112,1658865082.7089534,36.4,59.4
28113,1658865082.9832146,36.4,59.4
28114,1658865083.2576046,36.4,59.3
28115,1658865083.5280132,36.4,59.3
28116,1658865083.802857,36.4,59.3
28117,1658865084.0773597,36.4,59.3
28118,1658865084.3472052,36.4,59.3
28119,1658865084.62161,36.4,59.3
28120,1658865084.8954532,36.4,59.3
28121,1658865085.1708202,36.4,59.3
28122,1658865085.440666,36.4,59.3
28123,1658865085.7150896,36.4,59.3
28124,1658865085.9899328,36.4,59.2
28125,1658865086.260338,36.4,59.3
28126,1658865086.5347369,36.4,59.3
28127,1658865086.80858,36.4,59.2
28128,1658865087.0789719,36.4,59.2
28129,1658865087.3538148,36.4,59.2
28130,1658865087.6282063,36.4,59.2
28131,1658865087.9020495,36.4,59.2
28132,1658865088.1724465,36.4,59.2
28133,1658865088.4472885,36.4,59.2
28134,1658865088.7216852,36.4,59.1
28135,1658865088.9955308,36.4,59.2
28136,1658865089.265923,36.4,59.1
28137,1658865089.5402243,36.4,59.1
28138,1658865089.8153806,36.4,59.1
28139,1658865090.0891056,36.4,59.1
28140,1658865090.3601038,36.4,59.1
28141,1658865090.634375,36.4,59.1
28142,1658865090.9089365,36.4,59.0
28143,1658865091.1831017,36.4,59.0
28144,1658865091.4537349,36.4,59.0
28145,1658865091.7280264,36.4,59.0
28146,1658865092.0022233,36.4,59.0
28147,1658865092.2769356,36.4,59.0
28148,1658865092.5472865,36.4,58.9
28149,1658865092.8213902,36.4,58.9
28150,1658865093.0961025,36.4,58.9
28151,1658865093.3705103,36.4,58.9
28152,1658865093.6403725,36.4,58.9
28153,1658865093.9153805,36.4,58.9
28154,1658865094.1896756,36.4,58.8
28155,1658865094.4632258,36.4,58.8
28156,1658865094.7344356,36.4,58.8
28157,1658865095.008859,36.4,58.7
28158,1658865095.2833846,36.4,58.7
28159,1658865095.5576746,36.4,58.7
28160,1658865095.8273754,36.4,58.7
28161,1658865096.102223,36.4,58.7
28162,1658865096.3768315,36.4,58.6
28163,1658865096.647182,36.4,58.6
28164,1658865096.9212255,36.4,58.6
28165,1658865097.1960244,36.4,58.6
28166,1658865097.4702868,36.4,58.5
28167,1658865097.7406752,36.3,58.5
28168,1658865098.0145183,36.4,58.5
28169,1658865098.288913,36.4,58.5
28170,1658865098.5633035,36.4,58.5
28171,1658865098.8343863,36.4,58.5
28172,1658865099.1085618,36.4,58.4
28173,1658865099.383217,36.4,58.4
28174,1658865099.6535888,36.4,58.4
28175,1658865099.9279103,36.4,58.4
28176,1658865100.2022297,36.4,58.4
28177,1658865100.4767532,36.4,58.4
28178,1658865100.7470796,36.4,58.3
28179,1658865101.020853,36.4,58.3
28180,1658865101.295222,36.4,58.3
28181,1658865101.5703797,36.4,58.3
28182,1658865101.8407793,36.4,58.3
28183,1658865102.1150758,36.4,58.3
28184,1658865102.3894846,36.4,58.2
28185,1658865102.6598077,36.4,58.2
28186,1658865102.9342346,36.4,58.2
28187,1658865103.2082255,36.4,58.2
28188,1658865103.4831665,36.4,58.2
28189,1658865103.7526052,36.4,58.2
28190,1658865104.0272307,36.4,58.1
28191,1658865104.3022237,36.4,58.1
28192,1658865104.5723815,36.4,58.1
28193,1658865104.8463814,36.4,58.1
28194,1658865105.121379,36.3,58.1
28195,1658865105.3958056,36.4,58.1
28196,1658865105.6661305,36.4,58.1
28197,1658865105.940136,36.4,58.0
28198,1658865106.2149622,36.4,58.0
28199,1658865106.4891279,36.4,58.0
28200,1658865106.7592297,36.4,58.0
28201,1658865107.0342236,36.4,58.0
28202,1658865107.3080835,36.4,58.1
28203,1658865107.578929,36.4,58.1
28204,1658865107.8527718,36.4,58.1
28205,1658865108.127616,36.4,58.1
28206,1658865108.3974602,36.4,58.2
28207,1658865108.6723785,36.4,58.2
28208,1658865108.9466763,36.4,58.2
28209,1658865109.2213793,36.4,58.2
28210,1658865109.4917362,36.4,58.3
28211,1658865109.7661402,36.4,58.3
28212,1658865110.0399792,36.4,58.3
28213,1658865110.3148217,36.4,58.3
28214,1658865110.584667,36.4,58.4
28215,1658865110.8595095,36.4,58.4
28216,1658865111.1333532,36.4,58.4
28217,1658865111.4081967,36.4,58.4
28218,1658865111.6781151,36.4,58.5
28219,1658865111.9529576,36.3,58.5
28220,1658865112.2268019,36.4,58.5
28221,1658865112.497646,36.4,58.6
28222,1658865112.7724886,36.4,58.6
28223,1658865113.0463321,36.4,58.6
28224,1658865113.3211763,36.3,58.7
28225,1658865113.5910206,36.4,58.7
28226,1658865113.865863,36.4,58.7
28227,1658865114.1397066,36.4,58.7
28228,1658865114.41455,36.4,58.8
28229,1658865114.684395,36.4,58.8
28230,1658865114.9592376,36.4,58.9
28231,1658865115.2339356,36.4,58.9
28232,1658865115.5083797,36.4,58.9
28233,1658865115.7782207,36.4,59.0
28234,1658865116.053224,36.4,59.0
28235,1658865116.3271227,36.4,59.0
28236,1658865116.5978332,36.4,59.0
28237,1658865116.8722265,36.4,59.0
28238,1658865117.1463814,36.4,59.0
28239,1658865117.4202986,36.4,59.0
28240,1658865117.691054,36.4,59.1
28241,1658865117.9658325,36.4,59.1
28242,1658865118.2402592,36.4,59.1
28243,1658865118.5146742,36.4,59.2
28244,1658865118.7850251,36.4,59.2
28245,1658865119.0594335,36.4,59.2
28246,1658865119.333754,36.4,59.2
28247,1658865119.6082323,36.4,59.2
28248,1658865119.878591,36.4,59.3
28249,1658865120.1531305,36.4,59.3
28250,1658865120.4274068,36.4,59.3
28251,1658865120.6977549,36.4,59.3
28252,1658865120.9713993,36.4,59.3
28253,1658865121.2465758,36.4,59.3
28254,1658865121.5209875,36.4,59.3
28255,1658865121.7913728,36.4,59.3
28256,1658865122.0652156,36.4,59.4
28257,1658865122.3396115,36.4,59.3
28258,1658865122.6100001,36.4,59.3
28259,1658865122.8848426,36.4,59.4
28260,1658865123.1592333,36.4,59.4
28261,1658865123.428848,36.4,59.4
28262,1658865123.7040508,36.4,59.4
28263,1658865123.9777315,36.4,59.4
28264,1658865124.252223,36.4,59.4
28265,1658865124.5233765,36.4,59.4
28266,1658865124.7976117,36.4,59.4
28267,1658865125.0720491,36.4,59.4
28268,1658865125.3422275,36.4,59.4
28269,1658865125.616442,36.4,59.4
28270,1658865125.8911977,36.4,59.4
28271,1658865126.161378,36.4,59.4
28272,1658865126.4359624,36.4,59.4
28273,1658865126.7103806,36.4,59.3
28274,1658865126.9841456,36.4,59.4
28275,1658865127.255129,36.4,59.4
28276,1658865127.529537,36.4,59.3
28277,1658865127.8032236,36.4,59.3
28278,1658865128.074223,36.4,59.3
28279,1658865128.3487017,36.4,59.3
28280,1658865128.6232085,36.3,59.3
28281,1658865128.8934605,36.4,59.3
28282,1658865129.1678581,36.4,59.3
28283,1658865129.442077,36.3,59.3
28284,1658865129.7167,36.4,59.3
28285,1658865129.9870248,36.4,59.3
28286,1658865130.2613814,36.4,59.3
28287,1658865130.5358574,36.4,59.3
28288,1658865130.8061829,36.4,59.3
28289,1658865131.0803754,36.4,59.3
28290,1658865131.3550234,36.4,59.3
28291,1658865131.6252131,36.4,59.3
28292,1658865131.9000554,36.4,59.3
28293,1658865132.173451,36.4,59.2
28294,1658865132.4482932,36.4,59.2
28295,1658865132.7186956,36.4,59.2
28296,1658865132.9935386,36.4,59.2
28297,1658865133.2677534,36.4,59.2
28298,1658865133.5373158,36.4,59.2
28299,1658865133.8122447,36.4,59.2
28300,1658865134.08626,36.4,59.1
28301,1658865134.3607976,36.4,59.1
28302,1658865134.631676,36.4,59.1
28303,1658865134.9060767,36.4,59.1
28304,1658865135.1797335,36.4,59.1
28305,1658865135.4550228,36.4,59.1
28306,1658865135.7294228,36.4,59.1
28307,1658865135.9992697,36.4,59.1
28308,1658865136.2736664,36.4,59.1
28309,1658865136.548057,36.4,59.1
28310,1658865136.8229,36.4,59.1
28311,1658865137.093297,36.4,59.0
28312,1658865137.3672829,36.4,59.0
28313,1658865137.64167,36.4,59.0
28314,1658865137.9165127,36.4,59.0
28315,1658865138.1867423,36.4,59.0
28316,1658865138.4605863,36.4,59.0
28317,1658865138.735002,36.4,59.0
28318,1658865139.0098455,36.4,58.9
28319,1658865139.2802403,36.4,58.9
28320,1658865139.5546246,36.4,58.9
28321,1658865139.8284667,36.4,58.9
28322,1658865140.09888,36.4,58.9
28323,1658865140.3737226,36.4,58.8
28324,1658865140.6481209,36.4,58.8
28325,1658865140.9222236,36.4,58.8
28326,1658865141.1932232,36.4,58.7
28327,1658865141.4672315,36.4,58.7
28328,1658865141.7419875,36.4,58.7
28329,1658865142.0160246,36.4,58.7
28330,1658865142.2863836,36.4,58.7
28331,1658865142.5611556,36.4,58.7
28332,1658865142.8353505,36.4,58.7
28333,1658865143.109571,36.4,58.7
28334,1658865143.3803813,36.4,58.7
28335,1658865143.6547267,36.4,58.6
28336,1658865143.9291275,36.4,58.6
28337,1658865144.199632,36.4,58.6
28338,1658865144.4738839,36.4,58.6
28339,1658865144.7483802,36.3,58.6
28340,1658865145.0222223,36.4,58.5
28341,1658865145.2932239,36.4,58.5
28342,1658865145.5674596,36.4,58.5
28343,1658865145.8418834,36.4,58.5
28344,1658865146.1117492,36.4,58.5
28345,1658865146.3865933,36.4,58.5
28346,1658865146.660991,36.4,58.5
28347,1658865146.9348338,36.4,58.4
28348,1658865147.2052546,36.4,58.4
28349,1658865147.4796307,36.3,58.4
28350,1658865147.754619,36.3,58.4
28351,1658865148.0290487,36.4,58.4
28352,1658865148.2993815,36.4,58.3
28353,1658865148.5737798,36.4,58.3
28354,1658865148.848206,36.4,58.3
28355,1658865149.1185508,36.4,58.2
28356,1658865149.3922255,36.4,58.2
28357,1658865149.6673796,36.4,58.2
28358,1658865149.9413838,36.4,58.2
28359,1658865150.2121594,36.4,58.2
28360,1658865150.4864264,36.4,58.2
28361,1658865150.7609048,36.3,58.1
28362,1658865151.0352156,36.4,58.1
28363,1658865151.3051379,36.4,58.1
28364,1658865151.5801935,36.4,58.1
28365,1658865151.8542237,36.4,58.1
28366,1658865152.1248589,36.4,58.1
28367,1658865152.3993766,36.4,58.1
28368,1658865152.6736743,36.4,58.1
28369,1658865152.9472187,36.4,58.1
28370,1658865153.218219,36.4,58.1
28371,1658865153.4922235,36.4,58.1
28372,1658865153.7672577,36.4,58.2
28373,1658865154.0375896,36.4,58.2
28374,1658865154.3112197,36.4,58.2
28375,1658865154.5864322,36.4,58.2
28376,1658865154.860228,36.4,58.2
28377,1658865155.130806,36.4,58.2
28378,1658865155.405589,36.4,58.3
28379,1658865155.6793773,36.4,58.2
28380,1658865155.9502325,36.4,58.3
28381,1658865156.2246444,36.4,58.3
28382,1658865156.499126,36.4,58.4
28383,1658865156.7729692,36.4,58.4
28384,1658865157.0438142,36.3,58.4
28385,1658865157.3183808,36.4,58.5
28386,1658865157.5926943,36.3,58.5
28387,1658865157.8671534,36.4,58.6
28388,1658865158.137486,36.4,58.6
28389,1658865158.4112575,36.4,58.6
28390,1658865158.685763,36.3,58.6
28391,1658865158.9607527,36.4,58.7
28392,1658865159.2303483,36.4,58.7
28393,1658865159.5054848,36.4,58.7
28394,1658865159.7799087,36.3,58.7
28395,1658865160.049597,36.4,58.7
28396,1658865160.3246493,36.4,58.7
28397,1658865160.599128,36.3,58.8
28398,1658865160.8734837,36.4,58.8
28399,1658865161.143876,36.4,58.9
28400,1658865161.4177198,36.4,58.9
28401,1658865161.6921039,36.4,58.9
28402,1658865161.9663126,36.4,58.9
28403,1658865162.23727,36.4,58.9
28404,1658865162.5116363,36.4,58.9
28405,1658865162.7854793,36.4,59.0
28406,1658865163.0598893,36.4,59.0
28407,1658865163.3307347,36.4,59.0
28408,1658865163.6051292,36.4,59.0
28409,1658865163.8789725,36.4,59.0
28410,1658865164.1533892,36.4,59.0
28411,1658865164.4242344,36.4,59.1
28412,1658865164.698623,36.4,59.1
28413,1658865164.973466,36.4,59.1
28414,1658865165.2478707,36.4,59.1
28415,1658865165.5182993,36.4,59.1
28416,1658865165.7921424,36.4,59.1
28417,1658865166.066536,36.4,59.1
28418,1658865166.3413796,36.4,59.2
28419,1658865166.6115096,36.4,59.2
28420,1658865166.8861299,36.4,59.2
28421,1658865167.1603456,36.4,59.2
28422,1658865167.4342241,36.4,59.2
28423,1658865167.705381,36.4,59.2
28424,1658865167.9792256,36.4,59.2
28425,1658865168.2539701,36.4,59.2
28426,1658865168.5244596,36.4,59.2
28427,1658865168.7987268,36.4,59.2
28428,1658865169.0724273,36.4,59.3
28429,1658865169.3476994,36.4,59.2
28430,1658865169.6180508,36.4,59.3
28431,1658865169.892223,36.4,59.2
28432,1658865170.1665199,36.4,59.2
28433,1658865170.4413645,36.4,59.3
28434,1658865170.710793,36.4,59.2
28435,1658865170.9856367,36.4,59.3
28436,1658865171.2600403,36.4,59.3
28437,1658865171.5304427,36.4,59.2
28438,1658865171.8044538,36.4,59.2
28439,1658865172.0793762,36.4,59.2
28440,1658865172.3539453,36.4,59.2
28441,1658865172.6243815,36.4,59.2
28442,1658865172.8983083,36.4,59.2
28443,1658865173.172946,36.4,59.2
28444,1658865173.4476433,36.4,59.2
28445,1658865173.7179363,36.4,59.2
28446,1658865173.992259,36.4,59.2
28447,1658865174.2662847,36.4,59.2
28448,1658865174.5371027,36.4,59.2
28449,1658865174.811433,36.4,59.2
28450,1658865175.0857518,36.4,59.2
28451,1658865175.3603792,36.4,59.2
28452,1658865175.6307023,36.4,59.2
28453,1658865175.9051542,36.4,59.2
28454,1658865176.1793766,36.4,59.2
28455,1658865176.4533806,36.4,59.2
28456,1658865176.72426,36.4,59.2
28457,1658865176.9982004,36.4,59.2
28458,1658865177.2732277,36.4,59.2
28459,1658865177.5475097,36.4,59.2
28460,1658865177.8178582,36.4,59.2
28461,1658865178.0923781,36.4,59.2
28462,1658865178.3666534,36.4,59.2
28463,1658865178.6370244,36.4,59.2
28464,1658865178.911248,36.4,59.2
28465,1658865179.1858702,36.3,59.2
28466,1658865179.4602318,36.4,59.2
28467,1658865179.7302203,36.4,59.2
28468,1658865180.0042264,36.4,59.1
28469,1658865180.279379,36.4,59.1
28470,1658865180.5537698,36.4,59.1
28471,1658865180.8236136,36.4,59.1
28472,1658865181.09801,36.4,59.1
28473,1658865181.3730347,36.4,59.1
28474,1658865181.647432,36.4,59.1
28475,1658865181.9177542,36.4,59.1
28476,1658865182.192294,36.4,59.1
28477,1658865182.4666624,36.4,59.0
28478,1658865182.7403786,36.4,59.0
28479,1658865183.0113807,36.4,59.0
28480,1658865183.2857268,36.4,59.0
28481,1658865183.5602424,36.4,59.0
28482,1658865183.8345613,36.4,59.0
28483,1658865184.1049106,36.4,59.0
28484,1658865184.3792167,36.4,59.0
28485,1658865184.6537259,36.4,59.0
28486,1658865184.9281533,36.4,59.0
28487,1658865185.1984863,36.4,59.0
28488,1658865185.472741,36.4,59.0
28489,1658865185.7473993,36.4,58.9
28490,1658865186.0217252,36.4,58.9
28491,1658865186.2913613,36.4,58.9
28492,1658865186.566427,36.4,58.8
28493,1658865186.8408554,36.4,58.8
28494,1658865187.1152594,36.4,58.8
28495,1658865187.3851047,36.4,58.7
28496,1658865187.6594868,36.4,58.7
28497,1658865187.9343295,36.4,58.7
28498,1658865188.2087204,36.4,58.7
28499,1658865188.4791338,36.4,58.7
28500,1658865188.7531233,36.4,58.7
28501,1658865189.0279658,36.4,58.7
28502,1658865189.2983615,36.4,58.7
28503,1658865189.572764,36.4,58.7
